project_id;project_name;description;category;cost;district;votes
31;Aire de jeux pour enfants ;Installation d une aire de jeux pour les jeunes enfants ( toboggan, portiques .....) et bancs pour les parents , les grands parents ou les nourrices dans ce joli square bien arboré qui serre actuellement de urinodrome canin situé au bout de la rue des arcs saint cyprien , bout de la rue de cugnaux , face clinique , à côté école proximité allées Charles De Fitte Et je n ai pas trouvé le nom de ce petit square....Modalités de réalisation - Avis technique :Une piste peut être envisagée concernant le réaménagement du jardin Clémence Isaure afin de mieux s’adapter aux usages actuels, en prévoyant des espaces libres permettant d’accueillir un grand nombre de collégiens sur un court moment et en offrant de véritables espaces de détente aux riverains et aux usagers (par la mise en place de bancs, de chaises et de corbeilles). A noter que le jardin étant un Espace Boisé Classé et qu’il se situe en périmètre de Monument Historique, l’aménagement sera contraint par les règles d’urbanisme et devra s’orienter vers un jardin de proximité peu aménagé avec un renfort de la strate arboré et végétale actuelle et des matériaux de sols naturels. La mise en place d’une aire de jeux classique pourrait être réalisée dans ce jardin, mais pour information, une aire de jeux vient d'être construite à proximité, au niveau de l'espace vert face à l'école Maternelle Patte d'oie sur la rue de Cugnaux.;Cadre de vie;100000.0;6 - Saint-Cyprien;9
104;Piste cyclable chemin Caillibens ;"Le chemin de Caillibens est l'unique moyen de couper au travers du cimetière pour relier l'avenue de la gloire et jolimont. Il est emprunté quotidiennement par de nombreux parents déposant leurs enfants à l'école de la gloire et à la crèche Jolimont. Ce chemin à double sens est étroit, les voitures y circulent vite. Cela met les cyclistes en danger. Ma proposition est d'établir une circulation à sens unique et d'utiliser la voie ainsi libérée pour installer une piste cyclable à double sens. Les cyclistes seront alors en sécurité. Les automobilistes dans le sens interdit pourront être redirigés sur le boulevard des crêtes.Modalités de réalisation - Avis technique : 
Il n'est pas envisageable de créer une piste cyclable mais il est possible de réaliser un aménagement tactique de type Chaussée à Voie Centrale Banalisée qui permettra de sécuriser les cyclistes.";Éco-mobilité;50000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;9
51;Végétaliser nos quartiers (projet étudié autour de la place Émile Male et sur la route de Saint-Simon);Bonjour, Je pense que beaucoup de choses peuvent être améliorées. La première qui me vient à l'esprit est la question de l'environnement urbain. Nous allons vivre des années de plus en plus chaudes et je pense que ces pics de chaleur vont particulièrement se faire ressentir dans les villes où le béton absorbe de façon conséquente la chaleur. Personnellement, quand l'été arrive j'ai souvent l'impression d'étouffer. C'est pourquoi je pense que la végétalisation des espaces serait une solution efficace pour contrer la chaleur. Cela permettrait de créer des zones d'ombres, de faire baisser les températures, d'apporter un peu d'air et de casser l'aspect béton. Il me semble que beaucoup de gens aspirent à voir la nature un peu plus présente en ville ! J'habite dans le quartier des arènes où certes quelques arbres ont été plantés, mais cela ne me semble pas suffisant. Il serait tellement plus agréable de voir de l'herbe, des fleurs et cie à la place de ces trottoirs et allées bétonnées. Merci pour le temps que vous aurez accordé à la lecture de mon idéeModalités de réalisation - Avis technique :Végétalisation autour de la place Emile Male, et sur la route de Saint Simon en remplaçant certaines places de stationnement à proximité des arènes afin de réduire les espaces bétonnés et limiter les fortes températures estivales.;Nature en ville;130000.0;16 - Fontaine-Lestang / Arènes / Bagatelle / Papus / Tabar / Bordelongue / Mermoz / La Faourette;39
177;Terrain couvert au niveau du boulodrome;Cette idée a été transmise via un formulaire papier par Bouliste. Construction d'un boulodrome couvert pouvant être utilisé par l'école Ferdinand, le club des ainés, CLAE ou l'ensemble des associations. Demande en cours auprès de la mairie.Modalités de réalisation - Avis technique :La proposition d’un terrain couvert devra permettre la pratique de la pétanque et du basket. La surface couverte abritera un terrain de boule qui pourra être mis à disposition pour d’autres manifestations. La partie non-couverte sera réservée à un terrain de basket 3x3.;Cadre de vie;200000.0;18 - Lardenne / Pradettes / Basso-Cambo;189
36;Facilliter la traversée des allées Charles de Fitte;"La traversée des allées Charles de Fitte au niveau de la rue Marthe Varsi est compliquée pour les cyclistes dans le sens Jardin Raymond VI ---> place du Ravelin. En effet, le feu vert piétons et cyclistes est simultané au feu vert pour les voitures qui arrivent de la rue Varsi, les cyclistes se retrouvent à gauche de la rue alors qu'ils devront circuler à droite vers la place du Ravelin. Certaines voitures tournant à gauche vers le pont des Catalans laissent passer les cyclistes, d'autres ne le font pas. Le transfert du passage piétons et cyclistes de l'autre côté du croisement soit à peu près en face de la boutique Emmaus serait plus rationnel, les voitures qui arrivent de la rue Varsi seraient dans l'obligation de laisser passer les piétons et les cyclistes. D'autre part, les plaques de la rue Marthe Varsi pourraient être modifiées pour indiquer ""conseillère municipale"" au lieu de ""conseiller municipal"".Modalités de réalisation - Avis technique :Ce projet consiste à faciliter la traversée des piétons et des cyclistes depuis le jardin Raymond VI vers la place du Ravelin en décalant la traversée piétonne et en déplaçant les feux tricolores piétons. Afin de réaliser cet aménagement, la station vélo toulouse sera déplacée de quelques mètres.";Éco-mobilité;80000.0;6 - Saint-Cyprien;52
157;Plantation d'arbres et diversification de la palette végétale;"La rue Saint Roch présente un gabarit de voie variable sans d'ombrage. Une trame verte apporterait un ombrage appréciable et un cadre de vie plus harmonieux. Il semblerait possible de planter quelques arbres remarquables selon les opportunités et de diversifier la palette végétale du quartier. - La plantation d'arbres à fleurs de type Paulwnia apporterait un contraste avec les très grands arbres de l'avenue de l'URSS. (""arbre impérial"", est un arbre originaire du centre de la Chine. Sa croissance est rapide mais il ne dépasse pas 10 à 12 mètres de hauteur (il est ainsi adapté aux petits jardins), et son port étalé est très élégant.) - La plantations de plantes vivaces aux pieds des massifs arbustifs serait une réponse à la recherche de biodiversité et d'habitat fertile. Le massif situé en façade nord, pourrait être enrichi par quelques arbustes hauts/petits arbres de type Sureaux.Modalités de réalisation - Avis technique :Végétalisation de la rue Saint Roch par la biais de plantation d'arbres. Des plantes vivaces seront plantées aux pieds des arbres afin de fournir un habitat fertile à la biodiversité urbaine. La proposition d'y planter des essences de Paulownia, ayant une forte valeur environnementale et esthétique, n’est pas adapté au profil de cette rue. Des essences de type “Poirier de Chine”, “Alisier Blanc” ou “Orme de Lutèce “ répondraient plus adéquatement à la question de végétalisation de cette voie (sous réserve de la compatibilité avec les réseaux enterrés).A noter qu'un tel projet de végétalisation aura un impact sur l'offre de stationnement sur voirie, qu'il conviendra d'évaluer avant la mise en œuvre.";Nature en ville;70000.0;5 - Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir;128
107;Piste cyclabe chemin Lapujade partie manquante;Il serait plus sécurisant (notamment avec les travaux sur le faubourg Bonnefoy et la deviation des véhicules) de créer une piste cyclabe sur la partie manquante du chemin Lapujade. C'est à dire de la rue Paul Pujos jusqu'au rond point d'Afrique. Le chemin Lapujade (de l'Intermarché jusqu'au chemin de Lanusse) mérite d'etre refaire suite aux différents travaux qu'il y a eu.Modalités de réalisation - Avis technique :La création d'une piste cyclable n'est pas envisageable sur le chemin Lapujade puisqu'il faudrait mettre le chemin à sens unique ce qui n'est pas envisageable avant la fin des travaux du métro (2028). Il est donc proposé de réaliser un aménagement tactique à savoir une Chaussée à Voie Centrale Banalisée qui permettra de sécuriser les cyclistes empruntant le chemin dans l'attente de la réalisation d'un aménagement pérenne.;Éco-mobilité;40000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;30
94;Installation de pièges à moustiques à Croix Daurade;Le quartier de Croix Daurade fait parti de ceux durement touchés par l'arrivée des moustiques tigres. Peut-être serait-il possible d'installer des nichoirs à chauve souris, des pièces à moustiques dans le quartier ?Modalités de réalisation - Avis technique :Le service de l’Animal dans la Ville attire l’attention sur le fait que les chauves souris ont une activité crépusculaire voire nocturne et que les moustiques tigres piquent particulièrement en journée (matinée et début de soirée avant la tombée de la nuit).Les chauves souris consommeront des moustiques du genre Culex qui, habituellement, ne sont pas ceux qui posent le plus de problèmes, des insectes volants divers et quelques moustiques tigres. Il ne s’agit pas d’une solution miracle, d’autant que le moustique tigre fait aujourd’hui partie de la chaine alimentaire. Ainsi, la “massification” des nichoirs à chauve souris ne permettra pas d’éradiquer le moustique tigre d’un secteur.Cette solution doit être utilisée avec pragmatisme. Elle s’inscrit dans le cadre de la préservation de la biodiversité et de l’approche éco-systémique mais elle n’est pas la plus appropriée pour lutter contre le moustique tigre. D’autres solutions comme les pièges pondoirs devraient être priorisés car ils interviennent sur une étape clé et incontournable du cycle de vie du moustique tigre et sont spécifiques à cette espèce. L’installation de pièges pondoirs sur l'espace public est donc proposée, 40 pièges pondoirs pour 1 200 euros.;Nature en ville;1200.0;9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve;49
174;Redonnons de la couleur aux espaces verts du chemin de la Fronde;Cette idée a été transmise via un formulaire papier par Maïté. Je passe régulièrement chemin de la Fronde et je remarque que les espaces verts sont fréquentés par les lycéens, les salariés des entreprises autour et des habitants du quartier. Ces espaces ne sont pas mis en valeur. Il serait peu coûteux d'améliorer l'état de ces espaces afin de les rendre plus agréables avec de nouvelles plantations et en y aménageant des espaces de pique-nique. Nous avons de la chance d'avoir des espaces verts autant les valoriser.Modalités de réalisation - Avis technique :Le projet est cohérent et techniquement faisable. Cela permettra d’embellir ce site avec du nouveau mobilier (table de pique-nique + banc + poubelles) et d’implanter quelques nouveaux végétaux de manière à ce que les habitants puissent en profiter.Attention néanmoins aux nuisances sonores, notamment nocturnes, que ce type d’aménagement peut engendrer. Une concertation des habitants limitrophes à ce site pourra être envisagée.;Nature en ville;45000.0;18 - Lardenne / Pradettes / Basso-Cambo;107
172;Amélioration pistes cyclables;Les pistes cyclables existantes sont parfois difficiles à utiliser (piste dédiée puis passage sur un trottoir haut, pas large, à partager avec piétons, entretien haies en bordure de pistes et/ou trottoirs, marquage au sol pas toujours présent...). Revoir le marquage, la signalétique pour plus de sécurité vélos et automobilistes.Modalités de réalisation - Avis technique :Un diagnostic des problématiques rencontrées dans ce quartier peut être réalisé avec les habitants afin d’identifier précisément les interventions à mener et établir un plan d’action.;Éco-mobilité;100000.0;18 - Lardenne / Pradettes / Basso-Cambo;88
148;Plan du voisinage aux sorties de métro;Aux stations de métro et sur les abris bus des arrêts des Linéo, il y a seulement un plan du réseau Tisséo qui ne permet pas se repérer, ou un plan juste pour les correspondances. Il manque un plan du voisinage pour se repérer, trouver une rue à proximité, avec les équipements, services.Modalités de réalisation - Avis technique :Installation de panneaux de voisinage indiquant les lieux d'intérêts (monuments historiques, établissements de santé, équipements publics ...) à travers les quartiers Saint-Michel, Saint-Agne, Le Busca, Empalot et l'Île du Ramier.;Cadre de vie;6000.0;5 - Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir;24
125;Planter des arbres entre la rocade et la voie verte de l'Hers;La voie verte de l'Hers qui longe la rocade pourrait être bien plus agréable pour se promener, faire du sport s'il y avait davantage d'arbres entre la rocade et celle-ci. En ajoutant des arbres dont certains à feuilles persistantes, cette zone verte serait mieux isolée du trafic de la rocade.Modalités de réalisation - Avis technique :La plantation d’arbres en alignement le long de la voie verte, depuis l’Avenue Jean Chaubet jusqu’à l’Avenue de Castres est réalisable.Le nombre d'arbres susceptible d'être planté dépendra de la présence de réseaux sur cette emprise géographique de Toulouse (réseau d’éclairage public et réseau stratégique d’eau usées et pluviales). Compte tenu des marchés publics actuellement en cours il est possible, dans le budget imparti, de planter une centaine d'arbres.;Nature en ville;199500.0;11 - Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée;94
198;Mettre des poubelles à tous les arrêts de bus;Je prends le bus tous les jours pour aller au travail et nombre d’entre eux n’ont pas de poubelle à côté de l’arrêt. Cela pose un vrai problème quand il faut jeter ses déchets avant de monter dans le bus (emballage, mégot de cigarette…)Modalités de réalisation - Avis technique :24 arrêts de bus sont recensés sur le quartier Compans-AmidonniersLes arrêts les plus fréquentés sont déjà équipés de corbeilles avec éteignoir.Il a été comptabilisé une vingtaine d’arrêts environ restant à équiper sur ce quartier. ;Cadre de vie;10700.0;2 - Amidonniers / Compans-Caffarelli / Brouardel;15
97;Création d'un terrain de cécifoot (foot pour non-voyants à Borderouge);Il serait bien de créer un terrain de cécifoot dans cette belle ville rose qui n'en compte pas pour le moment. Cela permettrait aux personnes aveugles aimant le foot de pouvoir pratiquer leur sport favoris dans des conditions de sécurités optimales et en toute autonomie. L'initiative serait très intéressante parce que ça serait l'un des seuls terrains de cécifoot en France.Modalités de réalisation - Avis technique :Un terrain de cécifoot peut être assimilé a un city stade. Coût estimé de 120 000 à 150 000 euros. Il peut être équipé de parois gonflables pour éviter tout risque de blessure. Si le projet est retenu lors du vote, une concertation serait alors organisée avec le porteur de projet et les habitants du quartier pour sélectionner un site d'implantation.;Cadre de vie;150000.0;9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve;16
53;Végétalisation d'ombrage rue Jean Mermoz;La rue Jean MERMOZ est baignée de soleil du matin au soir. En été c'est une véritable fournaise. Cette rue est empruntée par les usagers de la station de métro MERMOZ. Il serait intéressant de réaliser un couvert végétal pour réduire l'échauffement de la rue et apporter un peu de confort ombragé aux piétons et riverains. Planter des arbres pourraient bien sûr être une solution mais pour réduire l'emprise au sol et permettre de maitriser plus aisément l'ombre portée, il est proposé de mettre en œuvre des structures porteuses de plantes grimpantes. Ces structures modulables avec plantes grimpantes peuvent être placées de façon à recouvrir les trottoirs et stationnement, voire à traverser la rue pour former un large écran de feuillage. Cet aménagement peut être conduit par étape pour évaluer le retour d'expérience puis être étendu à toute la rue et autres sites. Une gestion des eaux de pluie pourraient y être associée de façon à irriguer les zones de plantation.Modalités de réalisation - Avis technique :Végétalisation de la rue Jean Mermoz via l'implantation de pergolas végétalisées sur la partie sud le long de la haie, qui apporteraient de l'ombre tout en limitant l'impact au sol. Egalement, des plantations d'arbres pourraient être réalisées sur la partie nord en remplaçant certaines places de stationnement.;Nature en ville;100000.0;16 - Fontaine-Lestang / Arènes / Bagatelle / Papus / Tabar / Bordelongue / Mermoz / La Faourette;12
35;Installation des toilettes publiques entre la gare d'Arènes et le Carrefour Lombez;Le passage souterrain piéton qui relie l’arrêt de bus à l'autre côté des rails (la Clinique Pasteur, Carrefour Lombez, McDonalds au Blvd Gabriel Koenigs) est régulièrement utilisé comme toilettes. Afin de rendre ce passage (notamment la rampe d’accès à mobilité réduite) moins sale et répugnant, il suffirait de donner aux personnes qui fréquentent ce coin la possibilité d’utiliser de vraies toilettes dignes. Une installation des toilettes publiques à la sortie du passage côté Blvd Koenigs au carré vert à côté des bancs semble d’être une solution pour ce quartier peu apprécié.Modalités de réalisation - Avis technique :Installation d'un uritrottoir, un urinoir public écologique, sur l'espace vert situé à proximité du 36 Boulevard Koenigs, à la sortie du passage souterrain permettant de rejoindre les arènes. En raison de contraintes techniques, une sanisette ne peut en revanche pas être déployée sur cette zone. Pour information, il existe une sanisette à proximité au niveau des arènes.;Cadre de vie;14000.0;6 - Saint-Cyprien;19
134;Création d une piste cyclable avenue de la Marcaissonne;"Côté droit avenue de la Marcaissonne à partir route de la route de Revel jusqu'au giratoire donnant sur l avenue de Gameville. Pour permettre de rejoindre le parc de la Marcaissonne en vélo et de faire une continuité avec la piste cyclable existante devant les ""Jardins de la Garonne"" avenue de Gameville.Modalités de réalisation - Avis technique :Création d’une piste cyclable permettant de rejoindre le parc de la Marcaissonne en vélo et de créer une continuité avec la piste cyclable existante devant les ""Jardins de la Garonne "" située sur l’Avenue de Gameville. Cette piste cyclable viendrait ainsi s’insérer au côté droit de l’Avenue de la Marcaissonne à partir de la Route de Revel jusqu’au numéro 7 de l’Avenue de la Marcaissonne.";Éco-mobilité;200000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;52
128;Installation de ruches urbaines;Créer des ruches urbaines gérer par des volontaires du quartier ayant reçu une formation aux préalables. Le miel récolté sera dégusté lors d'évènements de quartier ou autres.Modalités de réalisation - Avis technique :Installation de quatre ruches dans le quartier Pont des Demoiselles – Ormeau – Montaudran - Malepère pour une production associative et locale de miel. La collectivité s’engagera à fournir les ruches ainsi que le matériel nécessaire à leur exploitation par des habitants du quartier, sous réserve que les habitants volontaires soient aptes à réaliser l’entretien et que les ruches soient recensées auprès de la Direction départementale des services vétérinaires (DDSV).;Nature en ville;3000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;87
197;Installer une «tour-nichoir à hirondelles» dans une zone verte du cœur de quartier Lafourguette;Plusieurs sources nous alertent sur la chute spectaculaire de la population d’hirondelles en deux décennies. Le réchauffement climatique perturbe sa migration, l’urbanisation et l’artificialisation des sols lui enlèvent les éléments naturels nécessaires à la construction de nids. Pourtant, les hirondelles sont un maillon essentiel de la biodiversité : elles peuvent manger jusqu’à 3 000 insectes par jour. Nous avons identifié deux initiatives en région Occitanie qui pourraient être reprises dans notre quartier à titre expérimental, avant d’être déployée dans d’autres quartiers de Toulouse.-	L’installation d’une « tour à hirondelles » à Auch, projet porté par le Groupe Ornithologique Gersois -	Un projet de composteurs-nichoirs pour oiseaux en ville porté par la Jeune Chambre Economique de Montpellier;Nature en ville;10000.0;14 - Saint-Simon / Lafourguette / Oncopole-Campus Santé du Futur;13
